Phillips LLC|Italy|71|4690|6
Austin, Thompson and Richardson|USA|239|3957|0
King Ltd|Spain|118|1372|0
Knox Group|Greece|315|3060|4
Walker, Cruz and Gonzales|Argentina|27|3249|1
Case-Ashley|Bulgaria|345|1328|3
Wright, Brewer and Williams|USA|15|4003|10
Daniels, Elliott and Johnson|Chile|348|1391|6
Reyes and Sons|Moldavia|103|4375|3
King-Spencer|New Zealand|171|4068|6
Smith-Hernandez|New Zealand|131|3454|3
West Inc|Germany|37|3998|8
Gregory, Santos and Jones|Romania|198|3096|9
Daniels and Sons|Romania|132|3710|6
Fisher Ltd|Germany|314|3411|0
Klein, Garrett and Morales|China|140|3255|0
Frost-Cox|France|40|2305|7
Moreno, Mendez and Gill|Italy|177|2797|8
Simmons-Torres|Brazil|291|4938|5
Pope LLC|Hungary|190|928|8
Bray, Fernandez and Garcia|Croatia|79|3659|4
Vazquez, Smith and Rivers|USA|326|2795|7
Yates Ltd|Croatia|66|4660|1
Wood-Willis|Spain|220|781|4
Deleon, Holden and Johnson|Hungary|147|1532|4
Lee, Welch and Hines|Germany|144|1080|7
Johnson PLC|New Zealand|306|4736|7
Barber-Copeland|Australia|215|975|1
Bass Group|China|30|2711|8
Hubbard, Alvarado and Chavez|Argentina|122|4436|6
Jones-Cobb|USA|247|430|7
Walker Ltd|Austria|121|957|10
Mckenzie and Sons|Croatia|45|879|9
Rodriguez, Contreras and Hatfield|Chile|133|2690|10
Carr LLC|Greece|61|1470|8
Butler, Gallagher and Stark|USA|327|4989|4
Young-Melendez|France|287|2630|6
Thomas-Hobbs|South Africa|263|2443|6
Rice, Newman and Williams|Romania|5|3532|3
Tran-Brock|Greece|103|2898|6
Brewer LLC|Greece|3|4631|4
Prince Ltd|USA|317|3756|8
Horn-Dawson|Austria|45|1639|5
Salazar PLC|Austria|74|2364|4
Keller-Griffin|New Zealand|237|3148|8
Pope-Landry|Portugal|155|3986|5
Nolan LLC|Hungary|155|4224|7
Ramos, Fleming and Miller|Moldavia|32|895|7
Thompson, Smith and Tapia|Spain|187|2040|0
Harvey LLC|Germany|145|1815|0
Tran, Bryant and Hernandez|Germany|77|625|9
Sanchez, Knight and Miller|New Zealand|79|3601|4
Grant-Ross|France|221|1303|3
Wang PLC|Argentina|63|1756|9
Mitchell-Johnson|Greece|87|822|3
Bell and Sons|Russia|305|4590|3
Mcdaniel, Hanna and Maddox|Austria|122|4146|9
Wood-Miranda|USA|102|2165|5
Myers and Sons|USA|135|4762|9
Owens Group|Chile|140|4459|4
Stewart, Hunter and Davis|Brazil|131|2496|6
Smith, Rush and Guerrero|Australia|250|1224|0
Reeves Group|Brazil|314|3110|3
Farrell and Sons|USA|172|2161|7
Butler-Garcia|New Zealand|232|1489|7
Jackson PLC|Hungary|68|3277|4
Gilbert Ltd|China|62|2189|2
Hamilton-Frazier|New Zealand|65|1706|5
Moore and Sons|Russia|2|3915|4
Wright, Walker and Holt|South Africa|277|756|10
Hill-Brown|Moldavia|198|3422|3
Wilkinson-Stone|Russia|311|894|5
Jefferson PLC|France|171|610|2
Oliver, Townsend and Obrien|Australia|274|3767|1
Farmer, Henry and Hanson|Germany|102|4634|8
Smith-Butler|Greece|189|2676|3
Diaz Ltd|USA|137|3684|5
Warner-Anderson|China|222|3428|5
Singh, Harrington and Mercer|France|167|3551|9
Anderson, Gray and Fox|Argentina|21|2866|10
Walsh, Dunn and Hall|Spain|133|1245|9
Pope Ltd|Brazil|252|4719|6
Brown-Williams|Argentina|91|1781|0
Nguyen, Harris and Navarro|China|120|1740|3
Wells, Ryan and Byrd|France|31|3128|6
Hall, Riley and Garcia|Russia|178|1534|0
Bryant-Harris|Spain|122|1028|1
Hall Ltd|Germany|32|2249|6
Andersen LLC|Romania|161|2929|10
Lucas-Escobar|Italy|67|1405|1
Henry-Smith|Germany|349|2362|8
Lopez, Holmes and Smith|Romania|331|3719|0
James and Sons|New Zealand|304|2224|7
Ramirez, Ellis and Horn|Austria|289|553|9
Anderson-Rivera|Italy|93|2095|9
Wright Ltd|Romania|264|1764|10
Peterson LLC|South Africa|119|3681|3
Buchanan and Sons|Bulgaria|295|3517|8
Mcpherson, Diaz and Thompson|China|33|1384|5
Phillips Inc|Romania|321|1741|10
Lopez-Durham|Chile|77|1761|1
Roberts LLC|Hungary|222|1503|7
Reyes, Gardner and Chang|Brazil|4|4072|0
Pittman, Johnson and Anderson|Spain|35|1266|9
Lin-Lopez|Moldavia|118|997|8
Nolan Ltd|Chile|170|2048|6
Pearson-Gonzales|Bulgaria|272|3964|4
Thompson-Chaney|South Africa|175|2410|6
Roberson-Bailey|Croatia|61|1597|8
Harris, Morrison and Kelly|South Africa|283|810|7
Long Ltd|Spain|11|829|8
Davis-Smith|Italy|24|4718|6
Mills-Sanchez|Croatia|232|3052|1
Jackson, Barnes and Harris|South Africa|113|2093|3
Jordan, Jones and Thomas|Portugal|99|2379|4
King, Callahan and Preston|Italy|164|4082|9
Morales, Hernandez and Summers|Germany|130|1224|0
Rodriguez-Long|New Zealand|31|1152|4
Garza-Watson|Austria|85|676|5
Cole-Dean|Croatia|130|1405|9
Murphy-Winters|Australia|192|2290|2
Ray Ltd|Spain|123|2136|3
Keith LLC|Austria|223|1814|1
Evans, Mitchell and Walton|South Africa|29|4462|8
Hutchinson Group|Greece|65|1255|3
Wood-Mccullough|Greece|31|2841|4
Shepherd, Clark and Novak|Russia|286|931|6
Stephens-Morgan|South Africa|21|3533|4
Rogers-Avery|USA|106|1227|6
Hall-Harris|Argentina|230|3002|3
Mendez, Mosley and Peterson|South Africa|52|3098|2
Mckee, Rivera and Diaz|Chile|35|1876|0
Wright-Stevenson|Chile|336|4885|1
Jensen-Short|Russia|307|1804|8
Morgan PLC|Bulgaria|39|4988|3
Chavez LLC|Romania|261|2911|1
Hoffman, Perez and Bush|France|310|1959|1
Cohen Inc|France|148|4051|8
Burgess-Chambers|Germany|112|2969|6
Johnson-Sandoval|New Zealand|32|3342|10
Hernandez and Sons|Hungary|122|1218|7
Shelton, Dunlap and Velez|Chile|350|2884|8
Tanner, Harris and White|Chile|125|3816|5
Cabrera-Martinez|Argentina|289|2592|6
Moore, Oneal and Mueller|South Africa|327|4340|2
Hill-Vazquez|Austria|144|713|8
Wolf, Guzman and Daniels|Italy|288|4792|4
West-Williams|Bulgaria|63|2350|6
Newman Ltd|Russia|47|4692|0
Wright, Thomas and Hernandez|Russia|189|1358|0
Mason LLC|Austria|150|2462|5
Reynolds, Burke and Allen|Romania|160|2220|3
Duncan, Young and Johnson|USA|203|2979|9
Baxter, Walker and Wiley|Croatia|88|2952|3
Wood Ltd|Italy|158|4964|3
Ray Group|Croatia|215|907|0
Guerrero and Sons|China|326|4157|8
Cook, Hampton and Lopez|Portugal|241|520|3
Stewart, Baxter and Ryan|Romania|179|4106|9
Martin-Harrison|Argentina|289|539|6
Robertson, Mendoza and Shepherd|Moldavia|183|1537|2
Parrish PLC|Australia|328|2245|10
Knapp-Huff|China|53|4747|7
Smith-Cruz|Hungary|320|3999|4
Brown-Frank|Romania|180|3643|10
Kelley-Mcdaniel|Romania|266|1270|5
Hernandez, Wilcox and Cortez|Moldavia|145|1845|1
Sanchez-Lane|Spain|249|4933|4
Gordon and Sons|Russia|8|4065|0
Rodriguez LLC|New Zealand|216|3882|0
King, Brown and Jones|New Zealand|327|4271|6
Conner, Turner and Price|Argentina|151|3852|6
Kelly, Miller and Jimenez|Argentina|341|3921|0
Rodriguez-Collins|Australia|87|4809|0
Mayo-Preston|Italy|272|2623|2
Williams-Valencia|Germany|29|1557|10
Melton, Johnson and Nguyen|Australia|151|4955|10
Mccormick-Love|Argentina|77|4997|9
Jordan-Ortiz|Argentina|125|1318|6
Peters, White and Miller|New Zealand|247|1417|7
Clark, Wilson and Edwards|Bulgaria|300|2037|7
Hernandez-Smith|France|196|1537|2
Davis-Thomas|New Zealand|317|4871|6
Adams and Sons|China|75|4791|3
Johnson, Rodriguez and Hughes|Portugal|43|1217|9
Booker Ltd|Italy|338|4135|4
Diaz, Alexander and Mendez|Russia|256|4624|6
Bell Ltd|Italy|56|598|1
Deleon, Smith and Wilson|France|79|600|4
Ochoa, Miller and Fletcher|Greece|80|1808|6
Rowland, Allen and Valdez|Italy|154|2166|8
Munoz-Baker|Chile|282|3115|6
Brown-Sutton|New Zealand|23|578|6
Morrison, Burns and Cline|Argentina|227|1770|3
Myers, Clark and Dillon|Moldavia|343|1927|0
Phillips, Romero and Lewis|Argentina|97|4163|6
Lang, Hernandez and Reed|Italy|89|4052|5
Clark-Haynes|Argentina|148|2086|7
Pierce-Jackson|Chile|316|3346|4
Armstrong-Madden|Russia|257|2292|2
Oneal-Evans|Chile|301|4161|2
Sullivan-Adkins|Chile|102|1351|10
Macias, Garcia and Henderson|Argentina|258|955|2
Adams, Riley and Morgan|Italy|131|2985|3
Scott, James and Jones|Argentina|295|3082|10
Brooks, Merritt and Smith|Greece|26|669|4
Kaufman, Guzman and Larsen|Argentina|104|1640|9
Myers, Kim and Curtis|Spain|95|1213|1
Mann, Mcclure and Shaffer|Italy|290|3087|6
Vasquez-Carter|Croatia|65|3684|3
Conner, Contreras and Rivera|Spain|258|4935|7
Olsen LLC|Russia|349|3468|3
Malone Ltd|Russia|204|4809|3
Richardson, Torres and Hayes|Germany|255|4934|6
Wilson, Hart and Alvarez|Portugal|99|1365|3
Wilson-Rivers|Brazil|316|4141|4
Parker, Fisher and Stone|China|186|3379|9
Curtis-Christian|Brazil|13|4899|5
Vasquez LLC|Hungary|15|1045|10
Little LLC|China|180|2395|8
Roth-Marsh|South Africa|113|2409|4
Bowers, Vega and Freeman|USA|312|1041|0
Bush, Wheeler and Jones|Russia|134|3212|5
Gomez-Cruz|Australia|46|4284|6
Perez Ltd|Argentina|134|1876|5
Robinson, Cameron and Mata|Chile|248|4798|4
Ritter, Lee and Ritter|Hungary|188|1382|4
Williams PLC|Austria|99|4048|10
Melton-Hayes|China|245|4440|10
Conway, Cruz and Odom|USA|171|2148|1
Knight-Boyd|Brazil|333|628|7
Flores, Harrison and Sanders|China|142|3957|9
Williams-Sexton|South Africa|111|1961|9
Gates, Rodriguez and Kennedy|Russia|315|3230|5
Singleton-Duncan|Bulgaria|268|2765|1
White Group|Australia|241|4331|6
Deleon Ltd|Australia|173|4426|2
Baker-Kramer|Hungary|2|1061|10
Gray LLC|USA|105|3385|8
Gutierrez-Dalton|Brazil|89|3068|8
Hansen, Johnston and Bray|South Africa|101|3486|1
Henderson-Cole|Italy|270|1474|10
Hayes-Perry|Greece|250|671|10
Mcdowell Ltd|Hungary|309|2543|10
Bennett-Williams|Greece|345|1231|6
Marquez, Hill and Rivera|Italy|216|1716|5
Sharp, Johnson and Perry|USA|140|2522|0
Cobb Inc|Croatia|334|1040|2
Taylor-Hayes|Greece|70|975|10
Robles-Scott|Romania|198|1934|3
Pope and Sons|Italy|109|1593|10
Brown, Clements and Alvarado|USA|80|4866|5
Coleman, Mendoza and Miles|New Zealand|289|3165|8
Anderson Inc|New Zealand|35|2459|7
Johnson, Rodriguez and Harris|Portugal|79|4317|10
Jones, House and Perez|Hungary|215|488|4
Peters, Thomas and Mitchell|Germany|105|4144|8
Peterson-Martinez|Brazil|110|1731|1
Hays-Jones|USA|193|1860|7
Perkins, Arellano and Smith|Moldavia|221|3744|3
Barron, Davis and Murphy|Romania|311|1364|7
Rodriguez Inc|New Zealand|284|2106|0
Sawyer-Smith|Russia|295|2077|3
Blair, White and Larson|Bulgaria|204|4862|9
Parker, Hall and Calhoun|France|158|4322|4
Patterson-Gutierrez|Spain|201|4222|3
Hughes PLC|Bulgaria|133|2066|9
James LLC|Moldavia|289|1004|4
Valencia Inc|Moldavia|221|3624|6
Flores-Cox|Croatia|217|3029|2
Fields-Jones|Spain|13|4677|9
Williams-Leach|Spain|305|3554|2
Hall Inc|Chile|20|505|7
Flores, Douglas and Valdez|Chile|173|491|4
Bowen and Sons|Bulgaria|294|3728|5
Miller-Sheppard|Bulgaria|221|1173|3
Palmer, Williams and Gonzalez|Bulgaria|190|2923|7
Johnson, Reed and Hardy|New Zealand|76|2161|8
Oneal Group|Hungary|258|4608|6
Sweeney, Gray and Obrien|Greece|342|2181|3
Glass, George and Erickson|Germany|269|4311|10
Long, Boone and Hernandez|New Zealand|336|1076|8
Brown, Campbell and Roman|Germany|342|2608|3
Lane-Melendez|Romania|14|576|0
Austin-Hall|Greece|10|743|10
Young LLC|Chile|110|3849|7
Nash Group|Portugal|1|1501|4
Mcdonald-Villegas|France|193|3395|8
King LLC|Brazil|346|2920|0
Shepard, Hart and Anderson|Russia|324|875|3
Rodriguez, Brown and Thompson|Portugal|266|2404|0
Ferrell Inc|Bulgaria|41|1982|4
Allen-Wilson|Greece|10|1850|9
Hill, Moore and Pope|New Zealand|135|4773|2
Williams, Cunningham and Terrell|Austria|3|420|10
Garcia-Lane|Russia|171|4665|6
Rojas, Johnson and Leon|Bulgaria|162|2633|0
Salazar-Mccoy|Germany|34|832|9
Mccarty and Sons|Italy|288|4642|1
Wilson-Adams|Spain|316|2326|6
Conley LLC|Italy|237|3074|8
Arnold-Barry|Bulgaria|71|835|6
Colon Group|Bulgaria|59|2659|2
Cruz, Phillips and Perez|Australia|80|1909|1
Obrien, Morales and Robles|Moldavia|69|2919|5
Bradford Inc|New Zealand|318|1437|4
Ward, Gonzalez and Davis|France|110|1955|10
Fields Ltd|Chile|281|954|0
Buck-Moore|New Zealand|189|2761|1
Cannon-Nelson|USA|78|3357|5
Smith, Castro and Lindsey|France|238|2730|0
Woodard-Scott|New Zealand|239|2218|3
Allen-Ferguson|Russia|227|3717|0
Steele-Hill|Austria|85|3351|9
Peterson, Holden and Rivera|Greece|321|3354|4
Crane PLC|Hungary|57|4732|2
Crawford-Saunders|Italy|103|1503|1
Lewis-Sherman|Germany|47|2739|3
Sellers-Davis|France|286|2298|9
Curtis-Collins|South Africa|170|3648|2
Downs, Morris and Hopkins|Greece|195|810|9
Marks PLC|Romania|13|1685|1
Miller-Bennett|Bulgaria|347|3842|5
Hill-Martinez|South Africa|323|3112|3
Gordon PLC|Italy|339|3858|4
Kelly, Singleton and Simmons|South Africa|274|942|8
Sullivan, Kennedy and Bell|Croatia|282|4679|10
Myers, Salazar and Taylor|Brazil|302|4330|6
Jones-Harris|Australia|128|2403|2
Miller-Little|Chile|52|2966|1
Cunningham Group|Austria|270|3530|8
Morris and Sons|USA|344|1632|5
Robinson, Robinson and Simpson|Austria|220|2195|0
Walters, Pena and Taylor|Portugal|290|2584|3
Martin-Johnson|Argentina|99|912|2
Jacobson-Moreno|Germany|283|764|6
Trujillo Ltd|Portugal|107|3739|2
Martinez-King|Italy|18|3176|7
Hunter Ltd|France|316|3920|5
Smith, Stevenson and Williams|Brazil|91|3435|5
Diaz-Walker|New Zealand|250|599|2
Harris Group|South Africa|27|3695|8
Santiago Group|Austria|271|1904|5
Hurst-Thomas|Australia|188|3665|7
Reynolds-Delacruz|Romania|267|711|9
Clark, Levine and Harper|Bulgaria|193|725|8
Sims-Glass|Hungary|248|457|8
Perry-Bush|Australia|74|2028|6
Richard Group|Italy|72|1485|10
Villa and Sons|Brazil|101|2768|6
Collins-Chavez|Moldavia|190|3269|0
Aguilar-Schmidt|Australia|91|671|7
Daniel and Sons|Russia|346|755|1
Cannon-Smith|Australia|270|1762|10
Nelson-Wheeler|South Africa|135|3849|8
Rodriguez-Johnson|Portugal|158|3851|7
Hanson-Parrish|Portugal|78|3820|10
Montgomery, Armstrong and Dickson|Italy|110|2636|7
Jones, Mathis and Stevenson|Portugal|160|1023|4
Torres-Davis|Argentina|47|3583|10
Lam PLC|New Zealand|141|4270|4
Butler PLC|Argentina|256|2204|0
Stewart, Mayer and Savage|Hungary|285|4065|8
Lang-Sanders|Spain|300|779|8
Wagner, Rice and Chambers|Greece|177|1798|7
Barnes-Ramos|South Africa|277|3042|7
Chung Ltd|Chile|224|3679|3
Gibson Inc|Brazil|228|4783|1
Wilson, Brown and Dunn|Russia|217|3388|8
James-Thompson|Portugal|138|2272|10
Taylor PLC|USA|71|3691|3
Wu-Hickman|Greece|278|1803|8
Williams-Brown|Brazil|110|3688|7
Hernandez Group|Moldavia|295|3413|0
Park, Lee and Hickman|New Zealand|158|3136|2
Mckenzie, Allen and Goodman|Argentina|210|4327|4
Jones Ltd|USA|260|4173|5
Fuentes, Tate and Harris|Romania|297|3638|6
Hawkins, Torres and Vega|Argentina|70|2194|7
Collins, Elliott and Perez|Russia|119|3194|8
Page-Padilla|South Africa|23|4326|7
Nguyen-Grimes|China|263|3727|3
Jackson, Farrell and Williams|Greece|328|3794|6
Reynolds, Gordon and Roth|Brazil|9|2641|6
Castillo Group|USA|343|1992|5
Little, Gonzalez and Simmons|France|2|4087|7
Heath Group|Hungary|330|3566|0
Jones-Neal|Chile|140|2048|10
Church Inc|New Zealand|155|4048|4
Jordan Inc|Portugal|12|1526|0
Holloway Inc|New Zealand|92|1050|1
Sandoval, Gonzalez and Anderson|Portugal|73|808|6
Jones Group|China|322|1603|8
Shannon-Blanchard|Russia|186|4228|4
Delgado-Holmes|Argentina|173|4562|8
White, Lopez and Mclaughlin|Spain|190|2438|3
Richards, Martin and Brown|Romania|331|3358|5
Baker-Brown|South Africa|234|2093|0
Moses-Hill|Greece|254|4567|2
Wilson, Wilson and Foster|China|127|655|5
Marks and Sons|Portugal|20|3801|6
Ashley-Ellis|Moldavia|263|4304|7
Adams-Hayes|USA|15|1108|2
Evans-Mccullough|France|22|3089|4
Barnes and Sons|South Africa|155|4626|7
Patterson-Green|Greece|349|4889|7
Sandoval, Franco and Palmer|Romania|230|3123|9
Lopez, Mccall and Brown|New Zealand|296|3633|4
Wilson, Martinez and Flores|France|14|827|6
Ross, Wilson and Wong|Portugal|322|1912|2
Ford Inc|Croatia|248|4805|1
Marshall and Sons|Greece|130|2027|6
Olson-Griffin|Russia|45|3799|8
George PLC|China|109|2342|4
Williams, Torres and Tucker|South Africa|345|4383|5
Reid, Moreno and Mercado|Italy|81|2483|6
Rodriguez-Olson|Argentina|162|4705|5
Taylor Ltd|Australia|165|537|3
Mcdonald PLC|Spain|184|441|9
Jones, Glover and Cooper|Italy|259|2689|6
Powers-Garcia|New Zealand|290|3961|9
Austin-Dixon|New Zealand|129|1077|1
Mcdonald, Cunningham and Mcguire|Italy|176|3215|0
Jacobs-Robinson|Greece|56|3890|5
Williams, Ross and Sanchez|Spain|9|3333|4
Lane, Gomez and Lawrence|Russia|244|2538|3
Smith Inc|South Africa|21|793|0
Harris-Jordan|Hungary|262|3503|2
Edwards Ltd|Croatia|267|3705|8
Mckee-Boyd|South Africa|201|3066|0
Long PLC|Brazil|3|874|2
Lamb, Edwards and Snyder|Romania|338|3873|0
Carroll, Cabrera and Meyer|France|303|2328|8
Adams-Morgan|Spain|157|3912|3
Brown, Hanson and Miller|South Africa|75|1103|1
Rodriguez PLC|France|162|1556|10
Fletcher, Green and White|China|20|4480|7
Porter, Maxwell and Smith|Australia|255|3853|5
Stokes, Foster and White|USA|212|4426|2
Bailey, Ponce and Roy|Russia|269|2661|6
Barrett, Black and Weber|Spain|32|4604|3
Howard Ltd|China|25|2253|7
Perez and Sons|Austria|133|688|6
Vang, Mendoza and Garrett|Portugal|227|4595|7
Gomez Ltd|Croatia|155|2898|3
Ballard-Chavez|Austria|261|540|4
Lee, Everett and Guzman|Romania|282|4609|8
Hanson LLC|Italy|19|4283|4
Arnold, Wilson and Winters|USA|307|4488|9
Torres-Wright|Argentina|197|2956|1
Estes, Guerrero and Vasquez|Croatia|149|1792|7
Mcdonald, Barnes and Gaines|Spain|272|2498|9
Good-Pitts|Argentina|143|2801|9
Rodriguez-Craig|Chile|241|4684|5
Gallegos Group|South Africa|173|1631|4
Walters-Harvey|Romania|330|3259|2
Bender LLC|Spain|129|2475|5
Mendez, Haas and Guzman|Russia|10|2006|2
Baldwin PLC|Brazil|202|559|10
Harrison-Roberts|Brazil|284|4768|6
Jenkins and Sons|Portugal|188|601|2
Nguyen Group|Chile|72|937|9
Myers PLC|Romania|310|4143|0
Garcia-Luna|Germany|226|4552|6
Suarez and Sons|Russia|316|3931|6
Reynolds-Mendez|South Africa|104|4852|0
Myers-Gordon|Bulgaria|255|2905|10
Maldonado LLC|France|93|1981|10
Oliver, Lin and Nguyen|Italy|220|1984|7
Howard-Carroll|Australia|298|4195|5
Dunn, Spence and Davis|Germany|222|2050|1
Strong Inc|Moldavia|258|1108|10
Moss LLC|Portugal|22|1779|5
Love, Torres and Francis|Russia|156|628|10
Taylor, Rodgers and Lester|Australia|4|3074|7
Taylor Group|Romania|96|446|6
Cherry Inc|South Africa|217|729|9
Young-Gray|Brazil|264|1426|0
Lawson-Wilcox|Bulgaria|260|2638|9
Anderson, Garrett and Rivera|France|26|3679|6
Sullivan-Hall|Australia|62|4656|7
Hughes-Montgomery|South Africa|171|2310|6
Johnson, Lynch and Schwartz|France|53|4168|6
Perez-Harris|Brazil|164|3318|3
Jordan-Watson|Italy|52|2916|6
Spencer and Sons|Spain|201|4437|8
Cooper PLC|Australia|163|2644|7
Weaver Inc|Italy|297|3430|9
Fitzpatrick-Harrington|Brazil|189|4990|10
Peters, Durham and Copeland|South Africa|54|1916|6
Romero-Jenkins|Romania|204|2647|7
Decker and Sons|Bulgaria|288|3369|3
Kirby-Powell|Moldavia|162|1942|3
Garcia Group|Russia|331|4108|1
Woods and Sons|Chile|60|1789|4
Liu PLC|Portugal|21|4250|7
Ochoa Group|Portugal|55|1876|0
Walker-Johnson|Italy|69|2464|1
Graham-Schneider|Germany|170|590|7
